#separator:tab
#html:true
上,上[うえ],うえ,n;adj-no;n-adv;n-suf,above; up; over | elder (e.g. daughter),机の上にあります。,机[つくえ]の 上[うえ]にあります。,It is on the desk.,
上げる,上[あ]げる,あげる,v1;vt,to raise; to elevate | to increase (price; quality; status; etc.),答えが分かる人、手を上げてください。,答[こた]えが 分[わ]かる 人[ひと]、 手[て]を 上[あ]げてください。,People who know the answer; raise your hand.,
上手,上手[じょうず],じょうず,adj-na;n,skillful; proficient; good (at),料理が上手ですね。,料理[りょうり]が 上手[じょうず]ですね。,You are a good cook.,
上着,上着[うわぎ],うわぎ,n,coat; tunic; jacket; outer garment,彼女は上着を脱いだ。,彼女[かのじょ]は 上着[うわぎ]を 脱[ぬ]いだ。,She took off her coat.,
下,下[した],した,n;adj-no,beneath; underneath | younger (e.g. daughter),椅子の下にあります。,椅子[いす]の 下[した]にあります。,It is under the chair.,
下手,下手[へた],へた,adj-na;n,unskillful; poor; awkward,僕は水泳が下手です。,僕[ぼく]は 水泳[すいえい]が 下手[へた]です。,I'm not good at swimming.,
両親,両親[りょうしん],りょうしん,n,both parents,彼女の両親が若いです。,彼女[かのじょ]の 両親[りょうしん]が 若[わか]いです。,Her parents are young.,
並ぶ,並[なら]ぶ,ならぶ,v5b;vi,to line up; to stand in a line,並んでお待ちください。,並[なら]んでお 待[ま]ちください。,Please wait in line.,
並べる,並[なら]べる,ならべる,v1;vt,to line up; to arrange in a line,彼女はＣＤを棚に１列に並べた。,彼女[かのじょ]はＣＤを 棚[たな]に １列[いちれつ]に 並[なら]べた。,She put her CDs in a row on the shelf.,
中,中[なか],なか,n,inside; in | center (centre); middle | during; while,教室の中に机と椅子があります。,教室[きょうしつ]の 中[なか]に 机[つくえ]と 椅子[いす]があります。,There are desks and chairs in the classroom.,
丸い,丸[まる]い,まるい,adj-i,round,ボールは丸い。,ボールは 丸[まる]い。,Balls are round.,
乗る,乗[の]る,のる,v5r;vi,to get on (train; plane; bus; ship; etc.); to ride; to board,地下鉄に乗ろう。,地下鉄[ちかてつ]に 乗[の]ろう。,Let's take the subway.,
九,九[く、きゅう],く、きゅう,num,nine,,,,
九つ,九つ[ここのつ],ここのつ,ctr,nine (general counter),,,,
九日,九日[ここのか],ここのか,n,the ninth day of the month,,,,
二,二[に],に,num,two,,,,
二つ,二つ[ふたつ],ふたつ,ctr,two (general counter),,,,
二人,二人[ふたり],ふたり,n,two people; pair; couple,,,,
二十日,二十日[はつか],はつか,n,twentieth day of the month,,,,
二十歳,二十歳[はたち],はたち,n,20 years old,,,,
二日,二日[ふつか],ふつか,n,second day of the month,,,,
五,五[ご],ご,num,five,,,,
五つ,五つ[いつつ],いつつ,ctr,five (general counter),,,,
五日,五日[いつか],いつか,n,the fifth day of the month,,,,
交差点,交差点[こうさてん],こうさてん,n,crossing; intersection,交差点で事故があった。,交差点[こうさてん]で 事故[じこ]があった。,There was an accident at the intersection.,
交番,交番[こうばん],こうばん,n;vs,police box; small neighborhood police station,交番の周りに人がたくさんいた。,交番[こうばん]の 周[まわ]りに 人[ひと]がたくさんいた。,I saw many people around the police box.,
人,人[ひと],ひと,n,human being; person,あの人は誰ですか？,あの 人[ひと]は 誰[だれ]ですか？,Who is that person?,
今,今[いま],いま,n-adv;n,now; immediately,今忙しんですが、昼御飯を一緒に食べましょう。,今[いま] 忙[いそが]しんですが、 昼御飯[ひるごはん]を 一緒[いっしょ]に 食[た]べましょう。,I am busy now; but let's eat lunch together.,
今年,今年[ことし],ことし,n-adv;n-t,this year,私は今年二十歳です。,私[わたし]は 今年[ことし] 二十歳[はたち]です。,I will be twenty this year.,
今日,今日[きょう],きょう,n-t,today,今日の朝御飯は味噌汁と魚です。,今日[きょう]の 朝御飯[あさごはん]は 味噌汁[みそしる]と 魚[さかな]です。,Today's breakfast is miso soup and fish.,
今晩,今晩[こんばん],こんばん,n-adv;n-t,tonight,今晩暇かな？,今晩[こんばん] 暇[ひま]かな？,Are you free tonight?,
今月,今月[こんげつ],こんげつ,n-adv;n-t,this month,今月は給料が多かった。,今月[こんげつ]は 給料[きゅうりょう]が 多[おお]かった。,My salary was high this month.,
今朝,今朝[けさ],けさ,n-t,this morning,今朝地震があった。,今朝[けさ] 地震[じしん]があった。,There was an earthquake this morning.,
今週,今週[こんしゅう],こんしゅう,n-adv;n-t,this week,私は今週はお休みです。,私[わたし]は 今週[こんしゅう]はお 休[やす]みです。,I am on holiday this week.,
仕事,仕事[しごと],しごと,n;vs;adj-no,work; job; business,明日お仕事ですか？,明日[あした]お 仕事[しごと]ですか？,Is tomorrow work?,
他,他[ほか],ほか,n;adj-no;n-adv,other (place; thing; person),他のまくらはないですか？,他[ほか]のまくらはないですか？,Is there any other pillow?,
休み,休[やす]み,やすみ,n,rest | vacation; holiday,土曜日と日曜日は休みです。,土曜日[どようび]と 日曜日[にちようび]は 休[やす]みです。,Saturday and Sunday are holidays.,
休む,休[やす]む,やすむ,v5m;vi,to take a day off | to rest; to have a break,金曜日に休みます。,金曜日[きんようび]に 休[やす]みます。,I will be off on Friday.,
会う,会[あ]う,あう,v5u;vi,to meet,また会おうね！,また 会[あ]おうね！,Let's meet again!,
会社,会社[かいしゃ],かいしゃ,n,company,会社で働く,会社[かいしゃ]で 働[はたら]く,To work at a company,
低い,低[ひく]い,ひくい,adj-i,low (rank; volumn; etc.) | short (height); low (position),トムの声が低い。,トムの 声[こえ]が 低[ひく]い。,Tom's voice is low-pitched.,
住む,住[す]む,すむ,v5m;vi,to live; to reside; to inhabit,どこに住んでいますか？,どこに 住[す]んでいますか？,Where do you live?,
体,体[からだ],からだ,n;adj-no,body,タバコは体に悪い。,タバコは 体[からだ]に 悪[わる]い。,Smoking is not good for you.,
何,何[なに、なん],なに、なん,pn;adj-no,what,この鞄に何が入っていますか？,この 鞄[かばん]に 何[なに]が 入[はい]っていますか？,What is in this bag?,
作る,作[つく]る,つくる,v5r;vt,to make; to produce; to manufacture,晩御飯を作りましょうか。,晩御飯[ばんごはん]を 作[つく]りましょうか。,Shall I cook dinner?,
作文,作文[さくぶん],さくぶん,n;vs,writing; composition,この作文には誤りが少しある。,この 作文[さくぶん]には 誤[あやま]りが 少[すこ]しある。,There are a few mistakes in this composition.,
使う,使[つか]う,つかう,v5u;vt,to use,この傘を使ってもいいですか？,この 傘[かさ]を 使[つか]ってもいいですか？,May I use this umbrella?,
便利,便利[べんり],べんり,adj-na,convenient; handy; useful,私の家は駅に近いから便利です。,私[わたし]の 家[いえ]は 駅[えき]に 近[ちか]いから 便利[べんり]です。,My house is convenient because it is close to the station.,
借りる,借[か]りる,かりる,v1;vt,to borrow; to have a loan | to rent,東京でアパートを借りています。,東京[とうきょう]でアパートを 借[か]りています。,I am renting an apartment in Tokyo.,
側,側[そば],そば,n,beside; proximity; besides,彼女の側に座った。,彼女[かのじょ]の 側[そば]に 座[すわ]った。,I sat beside her.,
傘,傘[かさ],かさ,n,umbrella,雨の日に傘を持った方がいい。,雨[あめ]の 日[ひ]に 傘[かさ]を 持[も]った 方[ほう]がいい。,It is better to take an umbrella on rainy days.,
働く,働[はたら]く,はたらく,v5k;vi,to work; to labor,毎週の日曜日に働いています。,毎週[まいしゅう]の 日曜日[にちようび]に 働[はたら]いています。,I am working every Sunday.,
元気,元気[げんき],げんき,adj-na;n,healthy; well; lively,元気がないですね。,元気[げんき]がないですね。,You don't look so well.,
兄,兄[あに],あに,n,(hum) older brother,兄が2歳上です。,兄[あに]が2 歳[さい] 上[じょう]です。,My elder brother is 2 years older than me.,
兄弟,兄弟[きょうだい],きょうだい,n,siblings; brothers and sisters,兄弟はいません。,兄弟[きょうだい]はいません。,I don't have any siblings.,
先,先[さき],さき,n;adj-no;n-suf;pref,previous; former | ahead of,先に行ってください。,先[さき]に 行[い]ってください。,Please go ahead (without me).,
先月,先月[せんげつ],せんげつ,n-adv;n-t,last month,先月引っ越しました。,先月[せんげつ] 引[ひ]っ 越[こ]しました。,I moved (residence) last month.,
先生,先生[せんせい],せんせい,n,teacher; doctor,スミス先生は英語の先生ですか？,スミス 先生[せんせい]は 英語[えいご]の 先生[せんせい]ですか？,Is Miss Smith an English teacher?,
先週,先週[せんしゅう],せんしゅう,n-adv;n-t,last week,先週買いました。,先週[せんしゅう] 買[か]いました。,I bought it last week.,
入る,入[はい]る,はいる,v5r;vi,to enter; to go into | to join; to enroll,部屋に入る,部屋[へや]に 入[はい]る,To enter the room,
入れる,入[い]れる,いれる,v1;vt,to put in; to insert,りんごを鞄に入れた。,りんごを 鞄[かばん]に 入[い]れた。,I put the apple in the bag.,
入口,入口[いりぐち],いりぐち,n;adj-no,entrance; entry,入口の側で立った。,入口[いりぐち]の 側[そば]で 立[た]った。,He stood by the entrance.,
全部,全部[ぜんぶ],ぜんぶ,n-adv;n-t;adj-no,all; entire; whole,これが全部ですか？,これが 全部[ぜんぶ]ですか？,Is this everything?,
八,八[はち],はち,num,eight,,,,
八つ,八つ[やっつ],やっつ,cnt,eight (general counter),,,,
八日,八日[ようか],ようか,n,the eighth day of the month,,,,
八百屋,八百屋[やおや],やおや,n,greengrocer,八百屋がデパートより安いです。,八百屋[やおや]がデパートより 安[やす]いです。,The greengrocer is cheaper than the department store.,
公園,公園[こうえん],こうえん,n,park,公園を散歩しています。,公園[こうえん]を 散歩[さんぽ]しています。,I'm taking a walk in a park.,
六,六[ろく],ろく,num,six,,,,
六つ,六つ[むっつ],むっつ,cnt,six (general counter),,,,
六日,六ひ[むいか],むいか,n,sixth day of the month,,,,
再来年,再来年[さらいねん],さらいねん,n-adv;n-t,year after next,再来年は東京オリンピックです。,再来年[さらいねん]は 東京[とうきょう]オリンピックです。,The Tokyo Olympics is the year after next.,
写真,写真[しゃしん],しゃしん,n,photograph; photo; picture,写真を撮ってインスタグラムにアップしようよ。,写真[しゃしん]を 撮[と]ってインスタグラムにアップしようよ。,Let's take a picture and upload it to instagram.,
冬,冬[ふゆ],ふゆ,n-adv;n-t,winter,2月は冬の一番寒い月です。,2 月[がつ]は 冬[ふゆ]の 一番[いちばん] 寒[さむ]い 月[つき]です。,February is the coldest month in winter.,
冷たい,冷[つめ]たい,つめたい,adj-i,cold (to the touch),冷たいものは飲みたくない。,冷[つめ]たいものは 飲[の]みたくない。,I don't want to drink anything cold.,
冷蔵庫,冷蔵庫[れいぞうこ],れいぞうこ,n,refrigerator,冷蔵庫に入っているりんごを食べてもいいですか？,冷蔵庫[れいぞうこ]に 入[はい]っているりんごを 食[た]べてもいいですか？,May I eat the apple that is in the refrigerator?,
出かける,出[で]かける,でかける,v1;vi,to go out (ex. on an outing); to set out,午後2時に出かけましょうか？,午後[ごご]2 時[じ]に 出[で]かけましょうか？,Shall we go out at 2 pm?,
出す,出[だ]す,だす,v5s;vt,to take out; to get out | to submit (e.g. thesis) | to send (e.g. letter),宿題を出した。,宿題[しゅくだい]を 出[だ]した。,I submitted my homework.,
出る,出[で]る,でる,v1;vi,to leave; to exit; to go out;,部屋を午前8時に出た。,部屋[へや]を 午前[ごぜん]8 時[じ]に 出[で]た。,I left my room at 8 am.,
出口,出口[でぐち],でぐち,n,exit,出口はどちらですか。,出口[でぐち]はどちらですか。,Where is the exit?,
出来る,出来[でき]る,できる,v1;vi,to be able to do,こんなにうるさい部屋で勉強が出来ないです。,こんなにうるさい 部屋[へや]で 勉強[べんきょう]が 出来[でき]ないです。,I can't study in a room as noisy as this.,
分かる,分[わ]かる,わかる,v5r;vi,to understand; to comprehend,分かっている言葉を勉強しなくていいでしょう。,分[わ]かっている 言葉[ことば]を 勉強[べんきょう]しなくていいでしょう。,You probably don't need to study words you already know.,
切る,切[き]る,きる,v5r;vt,to cut | to turn off (e.g. the light),料理しているときナイフで指を切った。,料理[りょうり]しているときナイフで 指[ゆび]を 切[き]った。,I cut my finger with a knife while cooking.,
切手,切手[きって],きって,n,stamp (postage),封筒に切手を貼ってください。,封筒[ふうとう]に 切手[きって]を 貼[は]ってください。,Please put a  stamp on the envelope.,
切符,切符[きっぷ],きっぷ,n,ticket,コンサートに行きたいので、切符を買うつもりです。,コンサートに 行[い]きたいので、 切符[きっぷ]を 買[か]うつもりです。,I want to go to the concert so I intend to buy a ticket.,
初めて,初[はじ]めて,はじめて,adv;adj-no,for the first time,日本は初めてですか？,日本[にほん]は 初[はじ]めてですか？,Is this your first time in Japan?,
初めに,初[はじ]めに,はじめに,exp,first; at the beginning,初めにひらがなを覚えたり、簡単な文章を作ったりします。,初[はじ]めにひらがなを 覚[おぼ]えたり、 簡単[かんたん]な 文章[ぶんしょう]を 作[つく]ったりします。,At first you will learn hiragana and create simple sentences.,
前,前[まえ],まえ,n-adv;n-t,before; previously | in front (of),店の前の看板に何時から何時まで開いていると書いてある？,店[みせ]の 前[まえ]の 看板[かんばん]に 何時[なんじ]から<ruby何時[なんじ]まで 開[あ]いていると 書[か]いてある？,Does the sign in front of the store say from what time to what time they are open?,
勉強,勉強[べんきょう],べんきょう,n;vs,study,カタカナを勉強する前にひらがなを習う。,カタカナを 勉強[べんきょう]する 前[まえ]にひらがなを 習[なら]う。,Study hiragana before learning katakana,
動物,動物[どうぶつ],どうぶつ,n,animal,ここから一番近い動物園にはたくさんの動物がいますか？,ここから 一番[いちばん] 近[ちか]い 動物園[どうぶつえん]にはたくさんの 動物[どうぶつ]がいますか？,Are there many animals in the zoo closest to here?,
勤める,勤[つと]める,つとめる,v1;vt,to work (for); to be employed (at),父は銀行に勤めています。,父[ちち]は 銀行[ぎんこう]に 勤[つと]めています。,My father works for a bank.,
北,北[きた],きた,n,north,北海道は本州の北にある。,北海道[ほっかいどう]は 本州[ほんしゅう]の 北[きた]にある。,Hokkaido is to the north of Honshu.,
医者,医者[いしゃ],いしゃ,n,doctor,僕は医者になりたいので、大学に行くつもりです。,僕[ぼく]は 医者[いしゃ]になりたいので、 大学[だいがく]に 行[い]くつもりです。,I intend to go to the university because I want to become a doctor.,
十,十[じゅう],じゅう,num,ten,,,,
十日,十日[とおか],とおか,n,the tenth day of the month,,,,
千,千[せん],せん,num,1000,,,,
午前,午前[ごぜん],ごぜん,n-adv;n-t,morning; a.m.,毎日の午前9時に仕事のミーティングがあります。,毎日[まいにち]の 午前[ごぜん]9 時[じ]に 仕事[しごと]のミーティングがあります。,I have a work meeting everyday at 9 am.,
午後,午後[ごご],ごご,n-adv;n-t,afternoon; p.m.,午後、雨が降るから傘を持って出かけた方がいいよ。,午後[ごご]、 雨[あめ]が 降[ふ]るから 傘[かさ]を 持[も]って 出[で]かけた 方[ほう]がいいよ。,It will rain in the afternoon so you should take an umbrella with you.,
半,半[はん],はん,n;n-pref,half; semi-,牛肉を半キロください。,牛肉[ぎゅうにく]を 半[はん]キロください。,Please give me half a kilo of beef.,
半分,半分[はんぶん],はんぶん,n-adv;n,half,今日の授業が半分終わりました。,今日[きょう]の 授業[じゅぎょう]が 半分[はんぶん] 終[お]わりました。,Today's class is half over.,
南,南[みなみ],みなみ,n,south,南ターミナルはどこですか？,南[みなみ]ターミナルはどこですか？,Where is the south terminal?,
危ない,危[あぶ]ない,あぶない,adj-i,dangerous; risky; hazardous,あそこで遊ぶのが危ないから気を付けて。,あそこで 遊[あそ]ぶのが 危[あぶ]ないから 気[き]を 付[つ]けて。,Playing over there is dangerous; so be careful.,
卵,卵[たまご],たまご,n,eggs; egg,今日のケーキを作るので、店で卵を買ってから帰ってね。,今日[きょう]のケーキを 作[つく]るので、 店[みせ]で 卵[たまご]を 買[か]ってから 帰[かえ]ってね。,I'm going to make cake today; so buy eggs and then come home.,
厚い,厚[あつ]い,あつい,adj-i,thick; deep,この豚肉は4cmの厚さです。,この 豚肉[ぶたにく]は4cmの 厚[あつ]さです。,This pork is 4 cm thick.,
去年,去年[きょねん],きょねん,n-adv;n-t,last year,彼女は去年結婚した。,彼女[かのじょ]は 去年[きょねん] 結婚[けっこん]した。,She got married last year.,
友達,友達[ともだち],ともだち,n,friend; companion,今晩、友達と一緒にパーティに行く。,今晩[こんばん]、 友達[ともだち]と 一緒[いっしょ]にパーティに 行[い]く。,I will go to a party tonight with my friends.,
取る,取[と]る,とる,v5r;vt,to take; to pick up | to steal,新聞を取って。,新聞[しんぶん]を 取[と]って。,Can you get that newspaper?,
口,口[くち],くち,n,mouth | opening; hole,子供が口を大きく開けて、食べ物を入れました。,子供[こども]が 口[くち]を 大[おお]きく 開[あ]けて、 食[た]べ 物[もの]を 入[い]れました。,The child opened his mouth wide and put food in.,
古い,古[ふる]い,ふるい,adj-i,old (not person); aged; stale,図書館に古い本がたくさんあります。,図書館[としょかん]に 古[ふる]い 本[ほん]がたくさんあります。,There are many old books at the library.,
可愛い,可愛[かわい]い,かわいい,adj-i,cute; adorable; charming,可愛い赤ちゃんですね！,可愛[かわい]い 赤[あか]ちゃんですね！,What a cute baby!,
台所,台所[だいどころ],だいどころ,n;adj-no,kitchen,今日料理していないので、台所はまだ綺麗です。,今日[きょう] 料理[りょうり]していないので、 台所[だいどころ]はまだ 綺麗[きれい]です。,I haven't cooked today so the kitchen is still clean.,
右,右[みぎ],みぎ,n,right; right hand side,あの角で右に曲がって。,あの 角[かど]で 右[みぎ]に 曲[ま]がって。,Turn right at that corner.,
同じ,同[おな]じ,おなじ,adj-f;n,same; identical; equivalent,大きさが同じですが、色は違います。,大[おお]きさが 同[おな]じですが、 色[いろ]は 違[ちが]います。,The size is the same; but the color is different.,
名前,名前[なまえ],なまえ,n,name | given name; first name,お名前は何ですか,お 名前[なまえ]は 何[なに]ですか,What is your name?,
向こう,向[む]こう,むこう,n,opposite side; other side; opposite direction,道の向こうにある店の方が安いです。,道[みち]の 向[む]こうにある 店[みせ]の 方[ほう]が 安[やす]いです。,The store on the other side of the street is cheaper.,
吸う,吸[す]う,すう,v5u;vt,to smoke; to breathe in | to suck,タバコを吸う,タバコを 吸[す]う,To smoke cigarettes,
吹く,吹[ふ]く,ふく,v5k;vt;vi,to blow (e.g. wind) | to play a wind instrument,風が吹いている。,風[かぜ]が 吹[ふ]いている。,The wind is blowing.,
呼ぶ,呼[よ]ぶ,よぶ,v5b;vt,to call out (to); to call,タクシーを呼びましょうか？,タクシーを 呼[よ]びましょうか？,Would you like me to call a taxi?,
咲く,咲[さ]く,さく,v5k;vi,to bloom,桜が咲いてから花見をしましょう。,桜[さくら]が 咲[さ]いてから 花見[はなみ]をしましょう。,Let's see the flowers after the cherry blossoms bloom.,
問題,問題[もんだい],もんだい,n,question (e.g. on a test); problem,試験の問題が多すぎたから全部出来ませんでした。,試験[しけん]の 問題[もんだい]が 多[おお]すぎたから 全部[ぜんぶ] 出来[でき]ませんでした。,There were too many test problems so I couldn't do them all.,
喫茶店,喫茶店[きっさてん],きっさてん,n,coffee shop; cafe,毎日日本語を喫茶店で二時間勉強しています。,毎日[まいにち] 日本語[にほんご]を 喫茶店[きっさてん]で 二[に] 時間[じかん] 勉強[べんきょう]しています。,I am studying Japanese at a coffee shop for 2 hours everyday.,
四,四[よん、し],よん、し,num,four,,,,
四つ,四つ[よっつ],よっつ,ctr,four (general counter),,,,
四日,四日[よっか],よっか,n,fourth day of the month,,,,
困る,困[こま]る,こまる,v5r;vi,to be troubled; to be bothered,仕事がないからお金に困っている。,仕事[しごと]がないからお 金[かね]に 困[こま]っている。,I'm not working so I am strapped for money.,
図書館,図書館[としょかん],としょかん,n,library,図書館に古い本がたくさんあります。,図書館[としょかん]に 古[ふる]い 本[ほん]がたくさんあります。,There are many old books at the library.,
国,国[くに],くに,n,country; state,他の国に行きますか？,他[た]の 国[くに]に 行[い]きますか？,Will you go to any other countries?,
土曜日,土曜日[どようび],どようび,n-adv;n-t,Saturday,いつも土曜日に遅くまで寝ます。,いつも 土曜日[どようび]に 遅[おそ]くまで 寝[ね]ます。,I always sleep late on Saturday.,
地下鉄,地下鉄[ちかてつ],ちかてつ,n,subway,地下鉄の地図がありますか？,地下鉄[ちかてつ]の 地図[ちず]がありますか？,Do you have a subway map?,
地図,地図[ちず],ちず,n,map,地下鉄の地図がありますか？,地下鉄[ちかてつ]の 地図[ちず]がありますか？,Do you have a subway map?,
塩,塩[しお],しお,n,salt,料理で塩をあまり使わない方が良いですよ。,料理[りょうり]で 塩[しお]をあまり 使[つか]わない 方[ほう]が 良[よ]いですよ。,It is better not to use too much salt in your cooking.,
声,声[こえ],こえ,n,voice,トムの声が大きいから聞きやすいです。,トムの 声[こえ]が 大[おお]きいから 聞[き]きやすいです。,Tom's voice is loud so he is easily heard.,
売る,売[う]る,うる,v5r;vt,to sell,電池も売っていますか。,電池[でんち]も 売[う]っていますか。,Do you also sell batteries?,
夏,夏[なつ],なつ,n-adv;n-t,summer,夏にビーチに来る人が多くなる。,夏[なつ]にビーチに 来[く]る 人[ひと]が 多[おお]くなる。,During summer the number of people that come to the beach becomes big.,
夏休み,夏休[なつやす]み,なつやすみ,n,summer vacation,夏休みに旅行に行きたいです。,夏休[なつやす]みに 旅行[りょこう]に 行[い]きたいです。,I want to go on a trip during summer vacation.,
夕方,夕方[ゆうがた],ゆうがた,n-adv;n-t,evening; dusk,夕方の便はありますか？,夕方[ゆうがた]の 便[びん]はありますか？,Is there a flight in the evening?,
夕飯,夕飯[ゆうめし、ゆうはん],ゆうめし、ゆうはん,n,evening meal,夕飯の時間ですよ。,夕飯[ゆうはん]の 時間[じかん]ですよ。,It's time for dinner.,
外,外[そと],そと,n,outside; exterior,外へ出たい。,外[そと]へ 出[で]たい。,I want to go outside.,
外国,外国[がいこく],がいこく,n;adj-no,foreign country,外国へ行ったことがありますか？,外国[がいこく]へ 行[い]ったことがありますか？,Have you been abroad?,
外国人,外国人[がいこくじん],がいこくじん,n,foreigner; foreign citizen,外国人は面白いですね。,外国人[がいこくじん]は 面白[おもしろ]いですね。,Foreign people are interesting.,
多い,多[おお]い,おおい,adj-i,many; a lot | large quantity,花見する人が多いので行くのは嫌だね。,花見[はなみ]する 人[ひと]が 多[おお]いので 行[い]くのは 嫌[いや]だね。,Many people will be going to see the cheery blossoms; so I don't want to.,
多分,多分[たぶん],たぶん,adv,perhaps; probably,あまり勉強しなかったので、多分落ちると思う。,あまり 勉強[べんきょう]しなかったので、 多分[たぶん] 落[お]ちると 思[おも]う。,I didn't study very much; so I think I'll fail.,
夜,夜[よる],よる,n-adv;n-t,evening; night,夜になる前に帰ってね。,夜[よる]になる 前[まえ]に 帰[かえ]ってね。,Come home before it becomes night.,
大きい,大[おお]きい,おおきい,adj-i,big; large,子供が大きくなったね。,子供[こども]が 大[おお]きくなったね。,Your child's gotten big.,
大きな,大[おお]きな,おおきな,adj-pn,big; large,大きな看板があります。,大[おお]きな 看板[かんばん]があります。,There's a big sign.,
大丈夫,大丈夫[だいじょうぶ],だいじょうぶ,adj-na,safe; all right; alright; OK,ピザでも大丈夫ですか？,ピザでも 大丈夫[だいじょうぶ]ですか？,Is pizza OK?,
大人,大人[おとな],おとな,n;adj-no,adult,大人になったら何になりたい？,大人[おとな]になったら 何[なに]になりたい？,What do you want to be when you grow up?,
大使館,大使館[たいしかん],たいしかん,n,embassy,東京の英国大使館,東京[とうきょう]の 英国[えいこく] 大使館[たいしかん],The British embassy in Tokyo,
大切,大切[たいせつ],たいせつ,adj-na;n,important; necessary,友達より大切なものはない。,友達[ともだち]より 大切[たいせつ]なものはない。,Nothing is more important than your friends are.,
大勢,大勢[おおぜい],おおぜい,n;adj-no,many people,日本には友達が大勢いますか。,日本[にっぽん]には 友達[ともだち]が 大勢[おおぜい]いますか。,Do you have many friends here in Japan?,
大変,大変[たいへん],たいへん,adj-na;n,very; terribly | difficult; hard,この大きい本をクラスまで持って行くのは大変だった。,この 大[おお]きい 本[ほん]をクラスまで 持[も]って 行[い]くのは 大変[たいへん]だった。,I had a hard time carrying this big book to class.,
大好き,大好[だいす]き,だいすき,adj-na,loveable; like very much,ラーメンが大好きです。,ラーメンが 大好[だいす]きです。,I love ramen.,
大学,大学[だいがく],だいがく,n,university; college,大学で日本語を専攻しました。,大学[だいがく]で 日本語[にほんご]を 専攻[せんこう]しました。,I majored in Japanese at the university.,
天気,天気[てんき],てんき,n,weather,今日のお天気はまあまあ。,今日[きょう]のお 天気[てんき]はまあまあ。,The weather today is so-so.,
太い,太[ふと]い,ふとい,adj-i,fat; thick | deep (of a voice),このロープが太いから丈夫だと思います。,このロープが 太[ふと]いから 丈夫[じょうぶ]だと 思[おも]います。,I think this rope is strong because it is thick.,
奥さん,奥[おく]さん,おくさん,n,(hon) wife; your wife,奥さんはお元気ですか？,奥[おく]さんはお 元気[げんき]ですか？,How is the wife?,
女,女[おんな],おんな,n;n-pref,female; woman,女の兄弟がいますか？,女[おんな]の 兄弟[きょうだい]がいますか？,Do you have any sisters?,
女の子,女[おんな]の 子[こ],おんなのこ,exp;n,girl; young woman,男の子ですか女の子ですか？,男[おとこ]の 子[こ]ですか 女[おんな]の 子[こ]ですか？,Is it a boy or a girl?,
好き,好[す]き,すき,adj-na;n,like; likable,醤油ラーメンが好きです。,醤油[しょうゆ]ラーメンが 好[す]きです。,I like shoyu-based ramen.,
妹,妹[いもうと],いもうと,n,(hum) younger sister,妹が学校で日本語を勉強しています。,妹[いもうと]が 学校[がっこう]で 日本語[にほんご]を 勉強[べんきょう]しています。,My younger sister is studying Japanese in shool.,
姉,姉[あね],あね,n,(hum) older sister,姉が東京で働いています。,姉[あね]が 東京[とうきょう]で 働[はたら]いています。,My older sister is working in Tokyo.,
始まる,始[はじ]まる,はじまる,v5r;vi,to begin; to start,日本語の勉強を始めした。,日本語[にほんご]の 勉強[べんきょう]を 始[はじ]めした。,I started Japanese studies.,
嫌,嫌[いや],いや,adj-na;n,disagreeable; detestable; unpleasant,とても蒸し暑いので、一番嫌な天気は夏の雨です。,とても 蒸[む]し 暑[あつ]いので、 一番[いちばん] 嫌[いや]な 天気[てんき]は 夏[なつ]の 雨[あめ]です。,The worst weather is rain during summer because it is very muggy.,
嫌い,嫌[きら]い,きらい,adj-na;n,dislike; hate,納豆が嫌い。,納豆[なっとう]が 嫌[きら]い。,I dislike natto.,
子供,子供[こども],こども,n,child; children,来月子供が生まれます。,来月[らいげつ] 子供[こども]が 生[う]まれます。,We are going to have a baby next month.,
字引き,字[じ] 引[び]き,じびき,n,dictionary,あの言葉を字引きで調べた方が良いです。,あの 言葉[ことば]を 字引[じび]きで 調[しら]べた 方[ほう]が 良[よ]いです。,You should look up that word in the dictionary.,also written as 字引[じびき]
学校,学校[がっこう],がっこう,n,school,学校は好きじゃない。,学校[がっこう]は 好[す]きじゃない。,I don't like school.,
学生,学生[がくせい],がくせい,n,student,彼女は大学の学生だ。,彼女[かのじょ]は 大学[だいがく]の 学生[がくせい]だ。,She is a university student.,
安い,安[やす]い,やすい,adj-i,cheap; inexpensive,このスーパーで野菜は安いです。,このスーパーで 野菜[やさい]は 安[やす]いです。,Vegetables at this grocery store are cheap.,
家,家[いえ、うち],いえ、うち,n,house; residence; dwelling,家にはいない。,家[いえ]にはいない。,He's not at home.,
家庭,家庭[かてい],かてい,n;adj-no,household; family,トムの奥さんとお子さんが優しくて、温かい家庭です。,トムの 奥[おく]さんとお 子[こ]さんが 優[やさ]しくて、 温[あたた]かい 家庭[かてい]です。,Tom's wife and children are kind so he has a warm (loving) household.,
家族,家族[かぞく],かぞく,n;adj-no,family; members of a family,この家族は何人家族ですか。,この 家族[かぞく]は 何人[なんにん] 家族[かぞく]ですか。,How many people are there in this family?,
宿題,宿題[しゅくだい],しゅくだい,n,homework; assignment,宿題がたくさんあります。,宿題[しゅくだい]がたくさんあります。,I have lots of homework.,
寒い,寒[さむ]い,さむい,adj-i,cold (e.g. weather),冬は寒いです。,冬[ふゆ]は 寒[さむ]いです。,Winter is cold.,
